"","subnum","food1","food2","food3","answer","rt"
"7152","sub-447","raspberry_2","rice_5","pie_4","rice_5",2262
"7153","sub-447","cake_7","french_fries_5","fried_chicken_7","cake_7",3809
"7154","sub-447","ice_cream_1","muffin_8","sausage_1","sausage_1",1708
"7155","sub-447","rice_5","muffin_8","pie_4","rice_5",1999
"7156","sub-447","broccoli_7","mushroom_8","cookie_7","cookie_7",1555
"7157","sub-447","strawberry_1","potato_6","cake_7","cake_7",2497
"7158","sub-447","tomato_1","grilled_cheese_4","sausage_1","tomato_1",1921
"7159","sub-447","popsicle_2","bacon_2","chips_1","popsicle_2",2408
"7160","sub-447","candy_cane_5","potato_6","french_fries_5","candy_cane_5",2227
"7161","sub-447","gummy_bear_3","fried_chicken_7","mac_and_cheese_7","gummy_bear_3",2427
"7162","sub-447","gummy_bear_3","tomato_1","ice_cream_1","tomato_1",1731
"7163","sub-447","gummy_bear_3","raspberry_2","cake_7","raspberry_2",2495
"7164","sub-447","raspberry_2","doughnut_6","mac_and_cheese_7","raspberry_2",3654
"7165","sub-447","candy_cane_5","raspberry_2","grilled_cheese_4","raspberry_2",3123
"7166","sub-447","soup_7","bacon_2","french_fries_5","soup_7",2990
"7167","sub-447","pineapple_6","french_fries_5","hot_dog_3","pineapple_6",1914
"7169","sub-447","pineapple_6","watermelon_6","broccoli_7","broccoli_7",1857
"7170","sub-447","strawberry_1","soup_7","squash_6","strawberry_1",3653
"7194","sub-425","jelly_bean_7","chocolate_candy_4","bacon_2","bacon_2",2513
"7195","sub-425","apple_3","cinnamon_roll_7","ice_cream_1","apple_3",1698
"7196","sub-425","strawberry_1","grilled_cheese_4","onion_ring_2","strawberry_1",3109
"7197","sub-425","muffin_8","pie_4","mac_and_cheese_7","mac_and_cheese_7",2104
"7198","sub-425","gummy_bear_3","soup_7","pie_4","soup_7",2163
"7199","sub-425","bean_8","potato_6","cookie_7","cookie_7",3269
"7200","sub-425","gummy_bear_3","chips_1","grilled_cheese_4","grilled_cheese_4",1929
"7201","sub-425","rice_5","ice_cream_1","hot_dog_3","ice_cream_1",1818
"7202","sub-425","gummy_bear_3","tomato_1","grilled_cheese_4","tomato_1",2122
"7204","sub-425","gummy_bear_3","bean_8","crepe_2","bean_8",6646
"7205","sub-425","pineapple_6","squash_6","pie_4","pie_4",2835
"7206","sub-425","pineapple_6","popsicle_2","muffin_8","popsicle_2",2387
"7207","sub-425","gummy_bear_3","pineapple_6","strawberry_1","gummy_bear_3",1571
"7208","sub-425","potato_6","tomato_1","sausage_1","tomato_1",3337
"7210","sub-425","bean_8","crepe_2","grilled_cheese_4","bean_8",2161
"7211","sub-425","potato_6","doughnut_6","ice_cream_1","potato_6",1926
"7212","sub-425","strawberry_1","bean_8","grilled_cheese_4","strawberry_1",5903
"7213","sub-425","pineapple_6","bean_8","doughnut_6","pineapple_6",2020
"7214","sub-425","jelly_bean_7","watermelon_6","chocolate_candy_4","watermelon_6",1729
"7215","sub-425","rice_5","chocolate_candy_4","doughnut_6","rice_5",1694
"7216","sub-448","watermelon_6","rice_5","cookie_7","watermelon_6",8316
"7217","sub-448","potato_6","squash_6","sausage_1","sausage_1",4038
"7218","sub-448","pineapple_6","bean_8","mushroom_8","bean_8",4358
"7219","sub-448","bean_8","pie_4","grilled_cheese_4","pie_4",4046
"7220","sub-448","squash_6","hot_dog_3","onion_ring_2","hot_dog_3",1942
"7221","sub-448","watermelon_6","cookie_7","sausage_1","watermelon_6",2158
"7222","sub-448","cauliflower_3","mushroom_8","sausage_1","sausage_1",1310
"7223","sub-448","raspberry_2","crepe_2","onion_ring_2","raspberry_2",1951
"7224","sub-448","crepe_2","ice_cream_1","mac_and_cheese_7","ice_cream_1",5703
"7225","sub-448","potato_6","rice_5","pie_4","pie_4",2078
"7226","sub-448","gummy_bear_3","chocolate_candy_4","crepe_2","crepe_2",4814
"7227","sub-448","mushroom_8","pie_4","bacon_2","mushroom_8",2158
"7228","sub-448","mushroom_8","rice_5","sausage_1","sausage_1",1470
"7229","sub-448","fried_chicken_7","mac_and_cheese_7","onion_ring_2","mac_and_cheese_7",3270
"7231","sub-448","soup_7","cinnamon_roll_7","mac_and_cheese_7","cinnamon_roll_7",1975
"7232","sub-448","cinnamon_roll_7","chips_1","french_fries_5","cinnamon_roll_7",1424
"7233","sub-448","jelly_bean_7","watermelon_6","bacon_2","watermelon_6",2710
"7234","sub-448","broccoli_7","tomato_1","sausage_1","sausage_1",1222
"7235","sub-448","jelly_bean_7","strawberry_1","sausage_1","jelly_bean_7",3454
"7237","sub-448","bean_8","rice_5","tomato_1","rice_5",2215
"7238","sub-449","cake_7","doughnut_6","french_fries_5","french_fries_5",2885
"7240","sub-449","jelly_bean_7","rice_5","squash_6","jelly_bean_7",3325
"7241","sub-449","soup_7","cinnamon_roll_7","onion_ring_2","soup_7",2997
"7242","sub-449","bean_8","soup_7","mac_and_cheese_7","mac_and_cheese_7",5203
"7243","sub-449","strawberry_1","rice_5","onion_ring_2","strawberry_1",2324
"7244","sub-449","soup_7","ice_cream_1","hot_dog_3","soup_7",4791
"7245","sub-449","strawberry_1","chips_1","hot_dog_3","chips_1",4510
"7246","sub-449","candy_cane_5","potato_6","pie_4","potato_6",5247
"7247","sub-449","soup_7","cookie_7","mac_and_cheese_7","cookie_7",2501
"7248","sub-449","bean_8","fried_chicken_7","sausage_1","bean_8",2422
"7249","sub-449","watermelon_6","soup_7","mac_and_cheese_7","watermelon_6",2433
"7250","sub-449","jelly_bean_7","broccoli_7","chocolate_candy_4","broccoli_7",3843
"7251","sub-449","potato_6","french_fries_5","mac_and_cheese_7","mac_and_cheese_7",2186
"7252","sub-449","soup_7","cookie_7","hot_dog_3","soup_7",3322
"7254","sub-449","doughnut_6","fried_chicken_7","grilled_cheese_4","grilled_cheese_4",5201
"7255","sub-449","rice_5","pie_4","sausage_1","sausage_1",3880
"7256","sub-449","potato_6","pie_4","grilled_cheese_4","pie_4",3550
"7257","sub-449","squash_6","chocolate_candy_4","muffin_8","squash_6",2328
"7258","sub-449","rice_5","cake_7","grilled_cheese_4","cake_7",5625
"7259","sub-449","mushroom_8","french_fries_5","grilled_cheese_4","mushroom_8",3777
"7260","sub-450","gummy_bear_3","popsicle_2","onion_ring_2","onion_ring_2",5776
"7261","sub-450","pineapple_6","cake_7","chocolate_candy_4","pineapple_6",2588
"7262","sub-450","pineapple_6","doughnut_6","grilled_cheese_4","pineapple_6",7639
"7263","sub-450","jelly_bean_7","french_fries_5","fried_chicken_7","jelly_bean_7",6002
"7264","sub-450","gummy_bear_3","soup_7","cookie_7","gummy_bear_3",4734
"7265","sub-450","strawberry_1","mushroom_8","chips_1","chips_1",3334
"7266","sub-450","gummy_bear_3","jelly_bean_7","pineapple_6","pineapple_6",3047
"7267","sub-450","watermelon_6","bean_8","ice_cream_1","watermelon_6",5310
"7268","sub-450","popsicle_2","raspberry_2","mushroom_8","popsicle_2",2293
"7269","sub-450","pineapple_6","mushroom_8","doughnut_6","doughnut_6",3613
"7270","sub-450","apple_3","doughnut_6","pie_4","doughnut_6",6930
"7271","sub-450","raspberry_2","pie_4","mac_and_cheese_7","mac_and_cheese_7",5363
"7273","sub-450","squash_6","cake_7","doughnut_6","squash_6",4192
"7274","sub-450","bean_8","mushroom_8","grilled_cheese_4","mushroom_8",3088
"7275","sub-450","strawberry_1","ice_cream_1","hot_dog_3","strawberry_1",2461
"7276","sub-450","jelly_bean_7","rice_5","fried_chicken_7","jelly_bean_7",6246
"7277","sub-450","candy_cane_5","soup_7","grilled_cheese_4","candy_cane_5",4560
"7279","sub-450","candy_cane_5","watermelon_6","doughnut_6","watermelon_6",3502
"7280","sub-450","mushroom_8","potato_6","chocolate_candy_4","chocolate_candy_4",6611
"7281","sub-450","gummy_bear_3","strawberry_1","grilled_cheese_4","gummy_bear_3",3828
"7326","sub-451","candy_cane_5","chocolate_candy_4","muffin_8","muffin_8",3497
"7327","sub-451","cake_7","muffin_8","pie_4","muffin_8",2033
"7328","sub-451","watermelon_6","bean_8","doughnut_6","watermelon_6",2063
"7329","sub-451","candy_cane_5","broccoli_7","cinnamon_roll_7","broccoli_7",5710
"7330","sub-451","broccoli_7","crepe_2","hot_dog_3","crepe_2",2126
"7331","sub-451","cinnamon_roll_7","pie_4","bacon_2","bacon_2",1371
"7333","sub-451","popsicle_2","strawberry_1","mushroom_8","mushroom_8",3398
"7334","sub-451","jelly_bean_7","watermelon_6","hot_dog_3","hot_dog_3",1948
"7336","sub-451","french_fries_5","grilled_cheese_4","hot_dog_3","grilled_cheese_4",2255
"7337","sub-451","bean_8","grilled_cheese_4","mac_and_cheese_7","bean_8",1825
"7338","sub-451","crepe_2","bacon_2","sausage_1","crepe_2",3385
"7339","sub-451","bean_8","squash_6","sausage_1","bean_8",2054
"7340","sub-451","mushroom_8","tomato_1","french_fries_5","french_fries_5",1452
"7341","sub-451","pineapple_6","chocolate_candy_4","hot_dog_3","hot_dog_3",1252
"7342","sub-451","raspberry_2","strawberry_1","potato_6","potato_6",1022
"7343","sub-451","pineapple_6","potato_6","chocolate_candy_4","chocolate_candy_4",2267
"7344","sub-451","gummy_bear_3","squash_6","fried_chicken_7","fried_chicken_7",1709
"7345","sub-451","cauliflower_3","mushroom_8","grilled_cheese_4","grilled_cheese_4",1716
"7346","sub-451","pineapple_6","ice_cream_1","mac_and_cheese_7","mac_and_cheese_7",1721
"7347","sub-451","gummy_bear_3","strawberry_1","cauliflower_3","cauliflower_3",1250
"7348","sub-452","jelly_bean_7","pie_4","fried_chicken_7","fried_chicken_7",5859
"7349","sub-452","gummy_bear_3","bacon_2","chips_1","gummy_bear_3",1610
"7350","sub-452","pineapple_6","watermelon_6","bacon_2","watermelon_6",1712
"7351","sub-452","cauliflower_3","tomato_1","pie_4","pie_4",3587
"7353","sub-452","broccoli_7","cauliflower_3","sausage_1","sausage_1",5512
"7354","sub-452","pineapple_6","broccoli_7","french_fries_5","french_fries_5",1979
"7355","sub-452","mushroom_8","squash_6","onion_ring_2","onion_ring_2",1670
"7356","sub-452","popsicle_2","soup_7","fried_chicken_7","fried_chicken_7",1597
"7357","sub-452","soup_7","squash_6","hot_dog_3","hot_dog_3",1556
"7358","sub-452","strawberry_1","crepe_2","sausage_1","crepe_2",2243
"7359","sub-452","candy_cane_5","cinnamon_roll_7","onion_ring_2","onion_ring_2",1995
"7360","sub-452","pineapple_6","chips_1","fried_chicken_7","fried_chicken_7",2357
"7361","sub-452","watermelon_6","hot_dog_3","onion_ring_2","hot_dog_3",2328
"7362","sub-452","bean_8","cinnamon_roll_7","mac_and_cheese_7","cinnamon_roll_7",1445
"7364","sub-452","strawberry_1","potato_6","crepe_2","potato_6",1276
"7365","sub-452","bean_8","cake_7","ice_cream_1","cake_7",1344
"7366","sub-452","strawberry_1","broccoli_7","onion_ring_2","broccoli_7",2535
"7367","sub-452","pineapple_6","rice_5","grilled_cheese_4","grilled_cheese_4",998
"7368","sub-452","candy_cane_5","cauliflower_3","onion_ring_2","onion_ring_2",732
"7369","sub-452","cauliflower_3","cinnamon_roll_7","crepe_2","crepe_2",751
"7370","sub-298","crepe_2","pie_4","onion_ring_2","onion_ring_2",8357
"7371","sub-298","broccoli_7","potato_6","muffin_8","muffin_8",1957
"7372","sub-298","broccoli_7","cinnamon_roll_7","cookie_7","broccoli_7",1794
"7375","sub-298","cinnamon_roll_7","crepe_2","fried_chicken_7","fried_chicken_7",3249
"7376","sub-298","strawberry_1","potato_6","chocolate_candy_4","chocolate_candy_4",3407
"7377","sub-298","candy_cane_5","strawberry_1","sausage_1","sausage_1",4062
"7378","sub-298","watermelon_6","squash_6","chocolate_candy_4","chocolate_candy_4",2630
"7379","sub-298","doughnut_6","bacon_2","sausage_1","doughnut_6",3234
"7380","sub-298","strawberry_1","chips_1","mac_and_cheese_7","strawberry_1",2388
"7381","sub-298","gummy_bear_3","muffin_8","onion_ring_2","onion_ring_2",4161
"7382","sub-298","potato_6","cinnamon_roll_7","sausage_1","potato_6",2834
"7383","sub-298","apple_3","jelly_bean_7","cinnamon_roll_7","apple_3",2165
"7384","sub-298","jelly_bean_7","mushroom_8","sausage_1","mushroom_8",1846
"7385","sub-298","pineapple_6","broccoli_7","cauliflower_3","pineapple_6",1962
"7386","sub-298","popsicle_2","cake_7","mac_and_cheese_7","mac_and_cheese_7",3270
"7387","sub-298","pineapple_6","cinnamon_roll_7","chips_1","pineapple_6",2529
"7388","sub-298","watermelon_6","fried_chicken_7","onion_ring_2","watermelon_6",1688
"7389","sub-298","pineapple_6","rice_5","onion_ring_2","pineapple_6",1438
"7390","sub-298","apple_3","muffin_8","hot_dog_3","apple_3",1520
"7391","sub-298","apple_3","muffin_8","chips_1","apple_3",1332
"7393","sub-453","mushroom_8","muffin_8","mac_and_cheese_7","muffin_8",5569
"7394","sub-453","bean_8","french_fries_5","fried_chicken_7","bean_8",2968
"7395","sub-453","squash_6","chocolate_candy_4","cinnamon_roll_7","squash_6",2621
"7396","sub-453","cauliflower_3","ice_cream_1","chips_1","cauliflower_3",1875
"7397","sub-453","tomato_1","ice_cream_1","sausage_1","tomato_1",1991
"7398","sub-453","gummy_bear_3","strawberry_1","mushroom_8","gummy_bear_3",2327
"7399","sub-453","apple_3","gummy_bear_3","watermelon_6","gummy_bear_3",1556
"7400","sub-453","cake_7","hot_dog_3","sausage_1","cake_7",3539
"7401","sub-453","pineapple_6","squash_6","cinnamon_roll_7","cinnamon_roll_7",2517
"7403","sub-453","jelly_bean_7","squash_6","cookie_7","squash_6",2299
"7404","sub-453","candy_cane_5","gummy_bear_3","potato_6","potato_6",1536
"7405","sub-453","cauliflower_3","doughnut_6","bacon_2","cauliflower_3",3134
"7406","sub-453","strawberry_1","rice_5","crepe_2","crepe_2",4078
"7407","sub-453","cauliflower_3","chocolate_candy_4","cookie_7","cauliflower_3",1734
"7408","sub-453","gummy_bear_3","ice_cream_1","onion_ring_2","onion_ring_2",4326
"7409","sub-453","muffin_8","grilled_cheese_4","mac_and_cheese_7","muffin_8",2598
"7410","sub-453","squash_6","hot_dog_3","sausage_1","squash_6",2438
"7411","sub-453","apple_3","strawberry_1","ice_cream_1","ice_cream_1",1503
"7412","sub-453","cauliflower_3","french_fries_5","hot_dog_3","cauliflower_3",1761
"7413","sub-453","apple_3","chocolate_candy_4","fried_chicken_7","apple_3",3011
"7414","sub-454","popsicle_2","ice_cream_1","chips_1","chips_1",1916
"7415","sub-454","cake_7","cookie_7","mac_and_cheese_7","mac_and_cheese_7",1526
"7416","sub-454","pineapple_6","mushroom_8","cake_7","cake_7",3366
"7417","sub-454","raspberry_2","french_fries_5","fried_chicken_7","raspberry_2",2103
"7418","sub-454","broccoli_7","muffin_8","sausage_1","broccoli_7",3839
"7420","sub-454","cinnamon_roll_7","muffin_8","hot_dog_3","hot_dog_3",1926
"7422","sub-454","bean_8","cauliflower_3","doughnut_6","doughnut_6",2478
"7423","sub-454","soup_7","cake_7","ice_cream_1","soup_7",1911
"7424","sub-454","broccoli_7","cauliflower_3","fried_chicken_7","fried_chicken_7",1662
"7425","sub-454","potato_6","bacon_2","chips_1","bacon_2",2175
"7426","sub-454","broccoli_7","muffin_8","hot_dog_3","broccoli_7",2487
"7427","sub-454","cake_7","mac_and_cheese_7","onion_ring_2","cake_7",2199
"7428","sub-454","watermelon_6","rice_5","mac_and_cheese_7","watermelon_6",1990
"7429","sub-454","jelly_bean_7","watermelon_6","broccoli_7","jelly_bean_7",3349
"7430","sub-454","candy_cane_5","pineapple_6","fried_chicken_7","pineapple_6",1799
"7431","sub-454","strawberry_1","squash_6","tomato_1","squash_6",1304
"7432","sub-454","jelly_bean_7","strawberry_1","potato_6","jelly_bean_7",1599
"7433","sub-454","jelly_bean_7","pie_4","french_fries_5","pie_4",2038
"7434","sub-454","strawberry_1","bean_8","french_fries_5","french_fries_5",1791
"7435","sub-454","raspberry_2","mushroom_8","french_fries_5","french_fries_5",1231
"7436","sub-206","mushroom_8","potato_6","french_fries_5","french_fries_5",2040
"7437","sub-206","squash_6","tomato_1","pie_4","squash_6",2445
"7438","sub-206","broccoli_7","rice_5","cookie_7","broccoli_7",3638
"7439","sub-206","ice_cream_1","muffin_8","fried_chicken_7","ice_cream_1",1239
"7440","sub-206","cake_7","cinnamon_roll_7","crepe_2","cake_7",1991
"7441","sub-206","tomato_1","muffin_8","onion_ring_2","tomato_1",2599
"7442","sub-206","cake_7","chocolate_candy_4","onion_ring_2","onion_ring_2",2037
"7444","sub-206","candy_cane_5","rice_5","pie_4","rice_5",1238
"7445","sub-206","bean_8","crepe_2","ice_cream_1","bean_8",2142
"7446","sub-206","bean_8","chocolate_candy_4","cinnamon_roll_7","bean_8",2031
"7447","sub-206","apple_3","pineapple_6","cauliflower_3","cauliflower_3",2854
"7448","sub-206","tomato_1","cinnamon_roll_7","crepe_2","tomato_1",4718
"7449","sub-206","mushroom_8","bacon_2","mac_and_cheese_7","mushroom_8",2694
"7450","sub-206","gummy_bear_3","soup_7","cinnamon_roll_7","soup_7",2182
"7451","sub-206","watermelon_6","cookie_7","hot_dog_3","cookie_7",5482
"7452","sub-206","apple_3","popsicle_2","onion_ring_2","popsicle_2",4259
"7453","sub-206","cauliflower_3","ice_cream_1","onion_ring_2","ice_cream_1",1782
"7454","sub-206","squash_6","crepe_2","hot_dog_3","hot_dog_3",2214
"7455","sub-206","popsicle_2","watermelon_6","sausage_1","popsicle_2",2367
"7456","sub-206","bean_8","cake_7","french_fries_5","french_fries_5",5199
"7458","sub-383","pineapple_6","strawberry_1","tomato_1","pineapple_6",4383
"7459","sub-383","strawberry_1","cauliflower_3","french_fries_5","french_fries_5",1585
"7460","sub-383","jelly_bean_7","potato_6","pie_4","potato_6",2387
"7461","sub-383","raspberry_2","potato_6","rice_5","rice_5",1619
"7462","sub-383","mushroom_8","tomato_1","chocolate_candy_4","mushroom_8",7554
"7463","sub-383","strawberry_1","squash_6","pie_4","strawberry_1",2802
"7464","sub-383","crepe_2","pie_4","mac_and_cheese_7","pie_4",3403
"7465","sub-383","jelly_bean_7","cinnamon_roll_7","grilled_cheese_4","jelly_bean_7",1443
"7466","sub-383","pineapple_6","raspberry_2","ice_cream_1","ice_cream_1",4980
"7468","sub-383","strawberry_1","mushroom_8","mac_and_cheese_7","mac_and_cheese_7",5034
"7469","sub-383","candy_cane_5","bean_8","bacon_2","candy_cane_5",4794
"7471","sub-383","tomato_1","ice_cream_1","hot_dog_3","tomato_1",6530
"7472","sub-383","strawberry_1","watermelon_6","cake_7","watermelon_6",9705
"7473","sub-383","watermelon_6","muffin_8","onion_ring_2","watermelon_6",2243
"7474","sub-383","broccoli_7","cake_7","bacon_2","broccoli_7",2913
"7475","sub-383","apple_3","ice_cream_1","fried_chicken_7","apple_3",4599
"7476","sub-383","gummy_bear_3","bean_8","ice_cream_1","ice_cream_1",2158
"7477","sub-383","gummy_bear_3","tomato_1","cookie_7","tomato_1",2282
"7478","sub-383","raspberry_2","muffin_8","sausage_1","raspberry_2",6010
"7479","sub-383","gummy_bear_3","cake_7","fried_chicken_7","fried_chicken_7",4531
"7480","sub-210","bean_8","crepe_2","sausage_1","bean_8",2455
"7481","sub-210","pineapple_6","mushroom_8","muffin_8","muffin_8",1939
"7482","sub-210","gummy_bear_3","popsicle_2","french_fries_5","gummy_bear_3",5838
"7483","sub-210","tomato_1","cookie_7","fried_chicken_7","cookie_7",8832
"7484","sub-210","crepe_2","pie_4","chips_1","pie_4",3845
"7485","sub-210","doughnut_6","ice_cream_1","bacon_2","bacon_2",3461
"7486","sub-210","pineapple_6","mushroom_8","chocolate_candy_4","chocolate_candy_4",1932
"7487","sub-210","bean_8","cauliflower_3","ice_cream_1","bean_8",2742
"7488","sub-210","apple_3","raspberry_2","sausage_1","raspberry_2",4886
"7489","sub-210","watermelon_6","rice_5","french_fries_5","french_fries_5",2052
"7490","sub-210","candy_cane_5","pineapple_6","cookie_7","candy_cane_5",2433
"7492","sub-210","candy_cane_5","rice_5","crepe_2","rice_5",1813
"7493","sub-210","doughnut_6","pie_4","mac_and_cheese_7","mac_and_cheese_7",3038
"7494","sub-210","strawberry_1","ice_cream_1","grilled_cheese_4","strawberry_1",3160
"7495","sub-210","pineapple_6","raspberry_2","broccoli_7","pineapple_6",3117
"7497","sub-210","potato_6","doughnut_6","hot_dog_3","hot_dog_3",3195
"7498","sub-210","watermelon_6","rice_5","grilled_cheese_4","rice_5",1697
"7499","sub-210","popsicle_2","cauliflower_3","onion_ring_2","onion_ring_2",2387
"7500","sub-210","gummy_bear_3","soup_7","bacon_2","bacon_2",3414
"7501","sub-210","bean_8","muffin_8","french_fries_5","bean_8",1022
"7546","sub-455","raspberry_2","cake_7","bacon_2","raspberry_2",2774
"7547","sub-455","cauliflower_3","fried_chicken_7","sausage_1","cauliflower_3",1876
"7548","sub-455","bacon_2","french_fries_5","mac_and_cheese_7","bacon_2",2686
"7549","sub-455","crepe_2","muffin_8","pie_4","crepe_2",1890
"7550","sub-455","bean_8","cake_7","mac_and_cheese_7","cake_7",2803
"7551","sub-455","cauliflower_3","squash_6","tomato_1","squash_6",3551
"7553","sub-455","gummy_bear_3","raspberry_2","strawberry_1","gummy_bear_3",1639
"7554","sub-455","chocolate_candy_4","ice_cream_1","fried_chicken_7","fried_chicken_7",1608
"7556","sub-455","pineapple_6","soup_7","french_fries_5","pineapple_6",2049
"7557","sub-455","candy_cane_5","watermelon_6","mac_and_cheese_7","watermelon_6",2560
"7558","sub-455","apple_3","cauliflower_3","cinnamon_roll_7","cinnamon_roll_7",1612
"7559","sub-455","popsicle_2","rice_5","doughnut_6","popsicle_2",2392
"7560","sub-455","apple_3","popsicle_2","raspberry_2","popsicle_2",1456
"7561","sub-455","jelly_bean_7","strawberry_1","crepe_2","jelly_bean_7",2931
"7562","sub-455","gummy_bear_3","muffin_8","chips_1","muffin_8",8058
"7563","sub-455","broccoli_7","ice_cream_1","bacon_2","broccoli_7",4235
"7564","sub-455","strawberry_1","tomato_1","grilled_cheese_4","grilled_cheese_4",2289
"7565","sub-455","tomato_1","chips_1","hot_dog_3","tomato_1",1855
"7566","sub-455","gummy_bear_3","cinnamon_roll_7","cookie_7","gummy_bear_3",5713
"7567","sub-455","bean_8","muffin_8","grilled_cheese_4","bean_8",2365
"7568","sub-456","mushroom_8","squash_6","french_fries_5","french_fries_5",2424
"7569","sub-456","pineapple_6","cookie_7","doughnut_6","pineapple_6",2087
"7570","sub-456","potato_6","crepe_2","fried_chicken_7","potato_6",3419
"7571","sub-456","soup_7","cake_7","onion_ring_2","cake_7",2148
"7572","sub-456","cauliflower_3","potato_6","cookie_7","cauliflower_3",3154
"7573","sub-456","gummy_bear_3","cinnamon_roll_7","hot_dog_3","hot_dog_3",2067
"7574","sub-456","candy_cane_5","pineapple_6","raspberry_2","candy_cane_5",2065
"7575","sub-456","cauliflower_3","bacon_2","sausage_1","cauliflower_3",1802
"7576","sub-456","broccoli_7","hot_dog_3","onion_ring_2","broccoli_7",1834
"7577","sub-456","candy_cane_5","doughnut_6","fried_chicken_7","fried_chicken_7",1699
"7578","sub-456","apple_3","candy_cane_5","rice_5","rice_5",3168
"7579","sub-456","mushroom_8","pie_4","onion_ring_2","pie_4",1844
"7580","sub-456","popsicle_2","cake_7","onion_ring_2","onion_ring_2",1289
"7581","sub-456","squash_6","pie_4","hot_dog_3","squash_6",2445
"7582","sub-456","pineapple_6","cauliflower_3","muffin_8","muffin_8",2274
"7583","sub-456","raspberry_2","cookie_7","sausage_1","sausage_1",2017
"7585","sub-456","raspberry_2","broccoli_7","chips_1","chips_1",2097
"7586","sub-456","rice_5","crepe_2","pie_4","rice_5",2922
"7587","sub-456","crepe_2","ice_cream_1","bacon_2","bacon_2",2218
"7589","sub-456","popsicle_2","bean_8","cinnamon_roll_7","bean_8",2161
"7590","sub-388","cake_7","chocolate_candy_4","chips_1","chips_1",5981
"7591","sub-388","bean_8","rice_5","chips_1","chips_1",3572
"7592","sub-388","broccoli_7","cauliflower_3","french_fries_5","french_fries_5",2254
"7593","sub-388","broccoli_7","mushroom_8","french_fries_5","french_fries_5",1619
"7594","sub-388","french_fries_5","fried_chicken_7","hot_dog_3","french_fries_5",2733
"7595","sub-388","apple_3","cake_7","crepe_2","apple_3",4011
"7596","sub-388","watermelon_6","bacon_2","sausage_1","watermelon_6",2513
"7597","sub-388","raspberry_2","muffin_8","french_fries_5","raspberry_2",2558
"7598","sub-388","strawberry_1","soup_7","bacon_2","strawberry_1",6583
"7599","sub-388","pineapple_6","popsicle_2","doughnut_6","doughnut_6",3706
"7600","sub-388","bean_8","hot_dog_3","mac_and_cheese_7","hot_dog_3",5187
"7601","sub-388","rice_5","soup_7","tomato_1","tomato_1",2332
"7602","sub-388","bean_8","squash_6","hot_dog_3","hot_dog_3",5238
"7604","sub-388","broccoli_7","crepe_2","doughnut_6","broccoli_7",2274
"7605","sub-388","popsicle_2","cauliflower_3","pie_4","cauliflower_3",5266
"7606","sub-388","cake_7","pie_4","chips_1","chips_1",2619
"7607","sub-388","cauliflower_3","rice_5","chips_1","chips_1",1819
"7609","sub-388","jelly_bean_7","broccoli_7","sausage_1","jelly_bean_7",4870
"7610","sub-388","strawberry_1","chips_1","french_fries_5","strawberry_1",2562
"7611","sub-388","potato_6","squash_6","hot_dog_3","hot_dog_3",3136
"7612","sub-335","watermelon_6","soup_7","bacon_2","watermelon_6",13942
"7613","sub-335","soup_7","tomato_1","onion_ring_2","onion_ring_2",13301
"7614","sub-335","cookie_7","ice_cream_1","sausage_1","ice_cream_1",10793
"7615","sub-335","apple_3","cookie_7","ice_cream_1","apple_3",9252
"7617","sub-335","popsicle_2","broccoli_7","doughnut_6","broccoli_7",25919
"7619","sub-335","raspberry_2","broccoli_7","muffin_8","broccoli_7",14183
"7620","sub-335","pineapple_6","rice_5","chips_1","rice_5",17675
"7621","sub-335","candy_cane_5","potato_6","cinnamon_roll_7","candy_cane_5",10414
"7622","sub-335","pineapple_6","potato_6","chips_1","pineapple_6",10290
"7623","sub-335","potato_6","grilled_cheese_4","mac_and_cheese_7","mac_and_cheese_7",6571
"7624","sub-335","mushroom_8","pie_4","grilled_cheese_4","pie_4",10045
"7625","sub-335","rice_5","doughnut_6","mac_and_cheese_7","mac_and_cheese_7",68390
"7626","sub-335","squash_6","ice_cream_1","french_fries_5","ice_cream_1",7758
"7627","sub-335","strawberry_1","pie_4","sausage_1","sausage_1",7882
"7628","sub-335","crepe_2","fried_chicken_7","hot_dog_3","crepe_2",16133
"7629","sub-335","cauliflower_3","french_fries_5","fried_chicken_7","fried_chicken_7",8831
"7630","sub-335","cauliflower_3","crepe_2","fried_chicken_7","crepe_2",4361
"7631","sub-335","muffin_8","chips_1","onion_ring_2","muffin_8",9402
"7632","sub-335","mushroom_8","squash_6","tomato_1","mushroom_8",9957
"7633","sub-335","candy_cane_5","cinnamon_roll_7","pie_4","candy_cane_5",6261
"7634","sub-409","broccoli_7","grilled_cheese_4","onion_ring_2","broccoli_7",5512
"7635","sub-409","potato_6","cinnamon_roll_7","muffin_8","potato_6",4204
"7637","sub-409","soup_7","chips_1","fried_chicken_7","soup_7",2873
"7638","sub-409","rice_5","french_fries_5","grilled_cheese_4","rice_5",3301
"7639","sub-409","strawberry_1","cookie_7","fried_chicken_7","fried_chicken_7",3485
"7640","sub-409","mushroom_8","cinnamon_roll_7","grilled_cheese_4","mushroom_8",2492
"7641","sub-409","jelly_bean_7","soup_7","crepe_2","soup_7",2468
"7643","sub-409","candy_cane_5","tomato_1","grilled_cheese_4","tomato_1",2466
"7644","sub-409","rice_5","chocolate_candy_4","pie_4","rice_5",1751
"7645","sub-409","jelly_bean_7","cinnamon_roll_7","bacon_2","bacon_2",3625
